WKT,ad,yol_adi,from_node,to_node,uzunluk,tip1_talep,tip2_talep,yon,avgataturk_sefer1_service,avgataturk_sefer1_sira,avgataturk_sefer2_service,avgataturk_sefer2_sira,avg_gecis,azu_gecis,mahalle,trafik_seviyesi
"LINESTRING (27.1929382 38.3718764, 27.1925732 38.3718185, 27.1922996 38.3717376, 27.1917672 38.3716151, 27.1916525 38.3716274)",Çizgi 384,205/1 sk.,387,389.0,117.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1898017 38.3715976, 27.1900003 38.3707055)",Çizgi 385,203/42 sk.,323,331.0,101.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1932873 38.3699882, 27.1928927 38.36995, 27.1916642 38.3699122, 27.1908218 38.3699017, 27.1904139 38.3698944, 27.18999 38.3699165)",Çizgi 386,Ahmet Pristina Blv.,381,332.0,288.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1900084 38.3769938, 27.1899315 38.3769768, 27.1898564 38.3769379, 27.1898142 38.3768774, 27.1897965 38.3768046)",Çizgi 387,Dogus cd.,439,95.0,31.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.190072 38.3766752, 27.1901562 38.3767192, 27.1902118 38.3768013, 27.1901977 38.3768738, 27.1901682 38.3769159, 27.1901239 38.3769516, 27.1900084 38.3769938)",Çizgi 388,Dogus cd.,94,439.0,50.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1904724 38.3724412, 27.1907727 38.3723859, 27.1911572 38.3722752)",Çizgi 389,Hoca Ahmet Yesevi cd.,319,392.0,63.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1905442 38.3764268, 27.1910879 38.3761615, 27.1916021 38.3758479, 27.1927179 38.374418, 27.194115 38.3726168)",Çizgi 390,Dogus cd.,93,227.0,492.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1879033 38.3716261, 27.1882763 38.3715437)",Çizgi 348,206/53 sk.,328,327.0,34.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1872888 38.3712761, 27.1872823 38.3711979, 27.1872957 38.3711093, 27.1873065 38.3710917, 27.1873899 38.3710515, 27.1876822 38.3709733)",Çizgi 352,206/55 sk.,38,244.0,56.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1876822 38.3709733, 27.1880015 38.370898)",Çizgi 353,206/55 sk.,244,245.0,29.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1879033 38.3716261, 27.1876822 38.3709733)",Çizgi 354,206/52 sk.,328,244.0,75.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1875887 38.3716946, 27.1879033 38.3716261)",Çizgi 355,206/53 sk.,243,328.0,28.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
